date,tavg,tmin,tmax,prcp,wspd,pres,tsun,city
5/1/2023,23.4,17.1,30.3,94.7,,1006.1,,Chandigarh
6/1/2023,25.7,20.8,31.1,86.5,,1001.2,,Chandigarh
7/1/2023,24.4,21.3,28.4,381.9,,1001.3,,Chandigarh
8/1/2023,24.4,20.9,28.5,96.1,,1001.3,,Chandigarh
9/1/2023,24.2,20.1,29,43.7,,1004.8,,Chandigarh
10/1/2023,20,14.1,26.9,6.1,,1011.6,,Chandigarh
11/1/2023,15.3,9.7,22.1,14.9,,1016,,Chandigarh
12/1/2023,10.4,5.1,17.9,0,,1017.6,,Chandigarh
1/1/2024,6.4,2.1,13.6,3.6,,1018.4,,Chandigarh
2/1/2024,10.4,5.2,17,28.7,,1017,,Chandigarh
3/1/2024,15.8,9.7,22.5,54.3,,1013.2,,Chandigarh
4/1/2024,21.9,14.8,29.2,1,,1007.9,,Chandigarh
5/1/2024,27.9,20.9,35.2,0.6,,1002.5,,Chandigarh
6/1/2024,30.1,24,36.3,18.4,,999,,Chandigarh
7/1/2024,25.7,22.1,30,208.2,,998.1,,Chandigarh
8/1/2024,,,,,,,,Chandigarh
9/1/2024,24.6,,,,,,,Chandigarh
10/1/2024,21.5,15.7,27.6,0,,1009.7,,Chandigarh
11/1/2024,16.1,10.9,22.5,0,,1014.6,,Chandigarh
12/1/2024,9.8,5,16.3,,,1016.5,,Chandigarh
1/1/2025,9.3,5,16.1,5.5,,1016.5,,Chandigarh
2/1/2025,12.9,7.8,19.7,30.3,,1015,,Chandigarh
3/1/2025,,,,,,,,Chandigarh
4/1/2025,24.9,17.8,32.5,13.5,,1006.4,,Chandigarh
5/1/2025,26,20.4,32.4,26.5,,1002.8,,Chandigarh
6/1/2025,26.4,21.8,31.4,137.8,,999.8,,Chandigarh
7/1/2025,24.6,21.6,28.4,238.6,,999.2,,Chandigarh
8/1/2025,23.7,21.1,27.1,295,,1002.6,,Chandigarh
9/1/2025,23.5,20.2,27.3,232.1,,1005.1,,Chandigarh
10/1/2025,19.4,14.6,25.3,56.9,,1011.1,,Chandigarh
11/1/2025,13.7,8.6,20.6,1.6,,1015.3,,Chandigarh
12/1/2025,10,5.6,16.2,0,,1016.7,,Chandigarh
1/1/2020,,,,,,,,Amroha
2/1/2020,,,,,,,,Amroha
3/1/2020,,,,,,,,Amroha
4/1/2020,,,,,,,,Amroha
5/1/2020,,,,,,,,Amroha
6/1/2020,,,,,,,,Amroha
7/1/2020,,,,,,,,Amroha
8/1/2020,,,,,,,,Amroha
9/1/2020,,,,,,,,Amroha
10/1/2020,,,,,,,,Amroha
11/1/2020,,,,,,,,Amroha
12/1/2020,,,,,,,,Amroha
1/1/2021,12.7,8,19.5,,,1015.8,,Amroha
2/1/2021,17.1,10.7,25.5,12.3,,1014.7,,Amroha
3/1/2021,23,15.9,31.3,1.6,,1010.5,,Amroha
4/1/2021,27.5,19.6,36.3,4.1,,1008,,Amroha
5/1/2021,28.5,23,35.2,162.6,,1004.2,,Amroha
6/1/2021,30.5,25.6,35.9,35.7,,1000.2,,Amroha
7/1/2021,30.3,27.1,34.4,331.3,,999.1,,Amroha
8/1/2021,29.7,26.9,33,171.8,,1001.8,,Amroha
9/1/2021,29,26.1,32.3,142.4,,1005.2,,Amroha
10/1/2021,25.8,21.3,31.2,192,,1008.7,,Amroha
11/1/2021,19.3,13.6,26.3,0,,1013.5,,Amroha
12/1/2021,15.5,10.5,22.2,4,,1017.8,,Amroha
1/1/2022,13.9,9.7,19.4,115.4,,1016,,Amroha
2/1/2022,16,10.8,22.3,67.1,,1013.2,,Amroha
3/1/2022,24.7,17.7,32.7,0,,1009.1,,Amroha
4/1/2022,31.1,22.7,40,0.2,,1004.6,,Amroha
5/1/2022,30.8,25.3,37.2,,,1001.2,,Amroha
6/1/2022,32.9,27,39,74.8,,998.9,,Amroha
7/1/2022,30.3,27.3,34.1,237.8,,1001.2,,Amroha
8/1/2022,29.7,26.7,33.2,130.1,,1001.7,,Amroha
9/1/2022,28.6,25.2,32.8,134.4,,1004.6,,Amroha
10/1/2022,24.3,19.9,29.5,229.9,,1011.1,,Amroha
11/1/2022,20.3,15.2,27.1,0.2,,1014.2,,Amroha
12/1/2022,15.6,10.5,22.7,0.7,,1015.1,,Amroha
1/1/2023,13.3,8.8,19.5,30.8,,1017.6,,Amroha
2/1/2023,18.9,12.7,26,0,,1013.8,,Amroha
3/1/2023,22.7,16.6,29.5,100.1,,1012.5,,Amroha
4/1/2023,26.7,19.8,34.3,17.6,,1008.5,,Amroha
5/1/2023,28.7,22.4,35.6,31.3,,1005.7,,Amroha
6/1/2023,32.1,27.2,37.4,113,,1000.6,,Amroha
7/1/2023,29.6,26.6,33.4,409.5,,1001.3,,Amroha
8/1/2023,29.7,26.6,33.6,250.3,,1001.3,,Amroha
9/1/2023,29,25.5,33.2,112.5,,1004.5,,Amroha
10/1/2023,25.1,19.6,31.6,4.1,,1011.3,,Amroha
11/1/2023,20.7,15.5,27.4,9.8,,1015.8,,Amroha
12/1/2023,16.2,11,23.3,0.4,,1017.2,,Amroha
1/1/2024,12.3,7.4,19.2,7.2,,1017.9,,Amroha
2/1/2024,16.8,11,23.6,44,,1016.5,,Amroha
3/1/2024,22.8,16.1,30,47.1,,1012.6,,Amroha
4/1/2024,30.1,22.6,37.6,0,,1006.8,,Amroha
5/1/2024,33.4,26.9,40.9,1.5,,1002.3,,Amroha
6/1/2024,34.8,29,40.9,111.4,,998.8,,Amroha
7/1/2024,30.1,27.2,33.6,297,,998.2,,Amroha
8/1/2024,,,,,,,,Amroha
9/1/2024,,,,,,,,Amroha
10/1/2024,26.7,21.9,32.4,0.3,,1009.5,,Amroha
11/1/2024,21.2,16.4,27.7,0,,1014.4,,Amroha
12/1/2024,15.2,10.4,21.8,,,1016.2,,Amroha
1/1/2025,14.4,9.9,20.8,9.5,,1016.2,,Amroha
2/1/2025,18.2,13.4,24.7,19.2,,1014.5,,Amroha
3/1/2025,,,,,,,,Amroha
4/1/2025,28.8,21.8,36.5,3.2,,1006.5,,Amroha
5/1/2025,30.3,25.2,35.7,25.7,,1002.9,,Amroha
6/1/2025,31,26.8,35.7,185.8,,999.9,,Amroha
7/1/2025,30.1,27.1,33.8,134.5,,999,,Amroha
8/1/2025,29.2,26.6,32.6,281.7,,1002.5,,Amroha
9/1/2025,29,25.8,32.9,154.6,,1004.8,,Amroha
10/1/2025,25.1,20.6,30.6,38.6,,1010.8,,Amroha
11/1/2025,19,13.6,26,0.2,,1015,,Amroha
12/1/2025,14.9,10.3,21.7,0,,1016.6,,Amroha
1/1/2020,,,,,,,,Moradabad
2/1/2020,,,,,,,,Moradabad
3/1/2020,,,,,,,,Moradabad
4/1/2020,,,,,,,,Moradabad
5/1/2020,,,,,,,,Moradabad
6/1/2020,,,,,,,,Moradabad
7/1/2020,,,,,,,,Moradabad
8/1/2020,,,,,,,,Moradabad
9/1/2020,,,,,,,,Moradabad
10/1/2020,,,,,,,,Moradabad
11/1/2020,,,,,,,,Moradabad
12/1/2020,,,,,,,,Moradabad
1/1/2021,13.2,8.3,20.2,,,1015.4,,Moradabad
2/1/2021,18,11.3,25.6,5.7,,1014.2,,Moradabad
3/1/2021,24.4,16.9,32.3,0.4,,1009.9,,Moradabad
4/1/2021,28.7,19.8,37.4,4.5,,1007.2,,Moradabad
5/1/2021,29,23.1,35.8,106.4,,1004.1,,Moradabad
6/1/2021,29.9,25.4,35.5,128.3,,1000.3,,Moradabad
7/1/2021,30.3,26.6,34.7,568.5,,999.1,,Moradabad
8/1/2021,29.7,26.9,33,171.8,,1001.8,,Moradabad
9/1/2021,29,26.1,32.3,142.4,,1005.2,,Moradabad
10/1/2021,25.8,21.3,31.2,192,,1008.7,,Moradabad
11/1/2021,19.3,13.6,26.3,0,,1013.5,,Moradabad
12/1/2021,15.5,10.5,22.2,4,,1017.8,,Moradabad
1/1/2022,13.9,9.7,19.4,115.4,,1016,,Moradabad
2/1/2022,16,10.8,22.3,67.1,,1013.2,,Moradabad
3/1/2022,24.7,17.7,32.7,0,,1009.1,,Moradabad
4/1/2022,31.1,22.7,40,0.2,,1004.6,,Moradabad
5/1/2022,30.8,25.3,37.2,,,1001.2,,Moradabad
6/1/2022,32.9,27,39,74.8,,998.9,,Moradabad
7/1/2022,30.3,27.3,34.1,237.8,,1001.2,,Moradabad
8/1/2022,29.7,26.7,33.2,130.1,,1001.7,,Moradabad
9/1/2022,28.6,25.2,32.8,134.4,,1004.6,,Moradabad
10/1/2022,24.3,19.9,29.5,229.9,,1011.1,,Moradabad
11/1/2022,20.3,15.2,27.1,0.2,,1014.2,,Moradabad
12/1/2022,15.6,10.5,22.7,0.7,,1015.1,,Moradabad
1/1/2023,13.3,8.8,19.5,30.8,,1017.6,,Moradabad
2/1/2023,18.9,12.7,26,0,,1013.8,,Moradabad
3/1/2023,22.7,16.6,29.5,100.1,,1012.5,,Moradabad
4/1/2023,26.7,19.8,34.3,17.6,,1008.5,,Moradabad
5/1/2023,28.7,22.4,35.6,31.3,,1005.7,,Moradabad
6/1/2023,32.1,27.2,37.4,113,,1000.6,,Moradabad
7/1/2023,29.6,26.6,33.4,409.5,,1001.3,,Moradabad
8/1/2023,29.7,26.6,33.6,250.3,,1001.3,,Moradabad
9/1/2023,29,25.5,33.2,112.5,,1004.5,,Moradabad
10/1/2023,25.1,19.6,31.6,4.1,,1011.3,,Moradabad
11/1/2023,20.7,15.5,27.4,9.8,,1015.8,,Moradabad
12/1/2023,16.2,11,23.3,0.4,,1017.2,,Moradabad
1/1/2024,12.3,7.4,19.2,7.2,,1017.9,,Moradabad
2/1/2024,16.8,11,23.6,44,,1016.5,,Moradabad
3/1/2024,22.8,16.1,30,47.1,,1012.6,,Moradabad
4/1/2024,30.1,22.6,37.6,0,,1006.8,,Moradabad
5/1/2024,33.4,26.9,40.9,1.5,,1002.3,,Moradabad
6/1/2024,34.8,29,40.9,111.4,,998.8,,Moradabad
7/1/2024,30.1,27.2,33.6,297,,998.2,,Moradabad
8/1/2024,29.2,25.6,33.8,,,,,Moradabad
9/1/2024,27.8,24.4,32.3,,,1003.5,,Moradabad
10/1/2024,26.7,21.9,32.4,0.3,,1009.5,,Moradabad
11/1/2024,21.2,16.4,27.7,0,,1014.4,,Moradabad
12/1/2024,15.2,10.4,21.8,,,1016.2,,Moradabad
1/1/2025,14.4,9.9,20.8,9.5,,1016.2,,Moradabad
2/1/2025,18.2,13.4,24.7,19.2,,1014.5,,Moradabad
3/1/2025,,,,,,,,Moradabad
4/1/2025,28.8,21.8,36.5,3.2,,1006.5,,Moradabad
5/1/2025,30.3,25.2,35.7,25.7,,1002.9,,Moradabad
6/1/2025,31,26.8,35.7,185.8,,999.9,,Moradabad
7/1/2025,30.1,27.1,33.8,134.5,,999,,Moradabad
8/1/2025,29.2,26.6,32.6,281.7,,1002.5,,Moradabad
9/1/2025,29,25.8,32.9,154.6,,1004.8,,Moradabad
10/1/2025,25.1,20.6,30.6,38.6,,1010.8,,Moradabad
11/1/2025,19,13.6,26,0.2,,1015,,Moradabad
12/1/2025,14.9,10.3,21.7,0,,1016.6,,Moradabad
1/1/2020,13.1,8.8,18.7,48,,1017.4,9420,Gurgaon
2/1/2020,16.9,11.4,23.6,2,,1016.7,12120,Gurgaon
3/1/2020,21.4,15.7,27.7,109,,1012.8,12420,Gurgaon
4/1/2020,28.3,21.4,35.4,14,,1009.3,15420,Gurgaon
5/1/2020,32.3,25,39.9,21,,1004.2,16080,Gurgaon
6/1/2020,33.1,27.5,38.9,82,,1000.5,13260,Gurgaon
7/1/2020,31.1,27.5,36.1,237,,1000.1,10740,Gurgaon
8/1/2020,29.8,26.8,33.9,237,,999.6,9180,Gurgaon
9/1/2020,30.6,26.7,34.9,21,,1004,13740,Gurgaon
10/1/2020,25.9,19.8,33.1,0,,1009.1,13320,Gurgaon
11/1/2020,18.6,13,26,1,,1016.7,6960,Gurgaon
12/1/2020,14.4,9.4,21.3,2,,1016.9,8520,Gurgaon
1/1/2021,12.9,8.8,18.2,57,,1016.1,6540,Gurgaon
2/1/2021,18.5,12.5,26,2,,1014.9,12120,Gurgaon
3/1/2021,24.9,18.3,32,4,,1011.1,,Gurgaon
4/1/2021,29.3,21.4,37.2,3,,1008.5,13800,Gurgaon
5/1/2021,30.5,24.6,37.7,144,,1004.7,11580,Gurgaon
6/1/2021,32.3,26.9,37.7,35,,1000.9,11700,Gurgaon
7/1/2021,31.4,27.6,36.2,507,,999.8,10320,Gurgaon
8/1/2021,30.5,27.4,34.4,214,,1002.3,9480,Gurgaon
9/1/2021,28.6,25.5,33,413,,1005.5,9360,Gurgaon
10/1/2021,26.4,21.9,32,123,,1009.9,15360,Gurgaon
11/1/2021,20,15,26.2,0,,1014.4,10260,Gurgaon
12/1/2021,15.3,10.9,21,9,,1018.6,7200,Gurgaon
1/1/2022,12.6,9.5,17.6,88,,1016.6,3600,Gurgaon
2/1/2022,17.1,11.9,23.5,29,,1013.7,12660,Gurgaon
3/1/2022,25.8,19.4,32.7,0,,1010.2,14700,Gurgaon
4/1/2022,33,25.6,40.4,0,,1005.8,13440,Gurgaon
5/1/2022,33.5,27.4,40.6,45,,1001.1,7260,Gurgaon
6/1/2022,34.7,29.2,41.1,26.7,,1000,9780,Gurgaon
7/1/2022,30.9,27.6,35.8,248.6,,1001.4,7980,Gurgaon
8/1/2022,30.2,26.9,34.4,121.5,,1002.2,9660,Gurgaon
9/1/2022,29.5,26.1,34.1,226.6,,1005.2,,Gurgaon
10/1/2022,25.4,21,30.8,73.1,,1011.8,10500,Gurgaon
11/1/2022,21.1,16,27.2,8.5,,1015.1,9000,Gurgaon
12/1/2022,15.2,10.2,21.6,0,,1016.3,9660,Gurgaon
1/1/2023,12.8,8.7,18.2,36.4,,1018.4,5340,Gurgaon
2/1/2023,19.7,13.6,26.6,0,,1014.8,13380,Gurgaon
3/1/2023,23.5,18.2,29.7,83.9,,1013.3,11400,Gurgaon
4/1/2023,28.2,22.3,35.2,1.8,,1009.3,13740,Gurgaon
5/1/2023,30.1,24.4,37.2,67.8,,1006.5,13740,Gurgaon
6/1/2023,31.4,26.8,36.8,134.8,,1001.8,11340,Gurgaon
7/1/2023,29.9,26.9,34.1,206.5,,1001.5,6240,Gurgaon
8/1/2023,30.8,27.5,35.1,101.4,,1002.2,9420,Gurgaon
9/1/2023,30,26.1,34.9,102.4,,1005.3,11040,Gurgaon
10/1/2023,26.5,21.2,32.1,9.3,,1012.4,,Gurgaon
11/1/2023,20.7,15.8,26.6,10.6,,1016.5,,Gurgaon
12/1/2023,15.9,11.2,21.9,1.2,,1018.2,8520,Gurgaon
1/1/2024,11.4,8.1,16.5,11.3,,1018.7,2460,Gurgaon
2/1/2024,16.9,11.5,23.2,28.6,,1017.4,9840,Gurgaon
3/1/2024,23.2,16.6,29.8,5.7,,1013.4,,Gurgaon
4/1/2024,29.9,23.2,36.3,0.2,,1008.3,13860,Gurgaon
5/1/2024,35.2,28.9,41.4,1.5,,1003,13860,Gurgaon
6/1/2024,35.7,30.3,41.3,143,,1000,8820,Gurgaon
7/1/2024,31.3,27.5,35.4,175.4,,998.4,,Gurgaon
8/1/2024,29.4,25.9,33.3,337.2,,1002.7,8040,Gurgaon
9/1/2024,28.5,25,32.8,201.8,,1004.7,7140,Gurgaon
10/1/2024,28.1,22.9,33.7,0,,1010.5,12780,Gurgaon
11/1/2024,21.7,16.4,27.9,0,,1015,2520,Gurgaon
12/1/2024,15,9.8,21.4,54,,1017.2,2520,Gurgaon
1/1/2025,13.8,9.5,19.6,19.7,,1017,7560,Gurgaon
2/1/2025,18.5,12.5,25.3,23.4,,1015.4,10800,Gurgaon
3/1/2025,23.9,16.7,30.8,18,,1011.9,15780,Gurgaon
4/1/2025,31.1,24,37.8,0.5,,1006.8,13320,Gurgaon
5/1/2025,31.5,26,37.6,126.3,,1002.9,10320,Gurgaon
6/1/2025,32.3,28.2,37,128.7,,1000.1,7980,Gurgaon
7/1/2025,29.7,25.9,34,256.9,,999.4,6720,Gurgaon
8/1/2025,29.2,25.8,33,282.9,,1003,5820,Gurgaon
9/1/2025,29.7,26.1,33.8,112.1,,1005.9,12060,Gurgaon
10/1/2025,25.2,20.9,30.4,89,,1011.9,9420,Gurgaon
11/1/2025,19,13.2,26,0,,1016,8820,Gurgaon
12/1/2025,14.7,9.8,21.6,0,,1017.3,7380,Gurgaon
1/1/2020,12.2,7.7,18.4,48,,1017.6,9420,Aligarh
2/1/2020,17,10.2,24.5,2,,1016.8,12120,Aligarh
3/1/2020,22.5,16.2,28.6,109,,1012.6,12420,Aligarh
4/1/2020,29.4,21.7,36.1,14,,1008.6,15420,Aligarh
5/1/2020,32.9,25.8,39.1,21,,1003.4,16080,Aligarh
6/1/2020,33,28,37.9,82,,999.9,13260,Aligarh
7/1/2020,31.6,28,36,237,,999.7,10740,Aligarh
8/1/2020,29.6,26.7,33.3,237,,999.1,9180,Aligarh
9/1/2020,30.5,26,35.7,21,,1003.5,13740,Aligarh
10/1/2020,26.2,18.5,34.3,0,,1008.2,13320,Aligarh
11/1/2020,18.4,11.8,26.9,1,,1016.3,6960,Aligarh
12/1/2020,14.3,8.8,22.5,2,,1016.8,8520,Aligarh
1/1/2021,13.5,8.5,20,57,,1015.7,6540,Aligarh
2/1/2021,17.9,11.4,25.3,23.6,,1014.6,12120,Aligarh
3/1/2021,24.2,17,32,1.9,,1010.5,,Aligarh
4/1/2021,29,21,37.4,0,,1007.8,13800,Aligarh
5/1/2021,29.9,24.4,36.5,93,,1003.9,11580,Aligarh
6/1/2021,32.3,27.2,37.5,16.4,,1000,11700,Aligarh
7/1/2021,31.1,28,34.8,367.6,,998.9,10320,Aligarh
8/1/2021,29,26.1,33,199.6,,1001.5,9480,Aligarh
9/1/2021,27.7,25,31.4,188.8,,1004.7,9360,Aligarh
10/1/2021,25.2,20.5,31.2,65,,1008.9,15360,Aligarh
11/1/2021,18.8,13.2,26.1,1.1,,1013.7,10260,Aligarh
12/1/2021,14.8,9.8,21.3,11.4,,1018,7200,Aligarh
1/1/2022,12.5,7.9,18.2,50.5,,1016.2,3600,Aligarh
2/1/2022,15.6,9.8,22.4,38.5,,1013.3,12660,Aligarh
3/1/2022,24.7,17.1,32.7,0.8,,1009.4,14700,Aligarh
4/1/2022,32.3,23.5,40.7,0,,1004.6,13440,Aligarh
5/1/2022,33,26.4,40.4,45,,1000.4,7260,Aligarh
6/1/2022,33.9,28.1,39.9,34.9,,998.9,9780,Aligarh
7/1/2022,30.2,26.7,34.6,191.8,,1000.6,7980,Aligarh
8/1/2022,28.8,25.8,32.6,134.3,,1001.4,9660,Aligarh
9/1/2022,28.1,24.8,32.3,124.5,,1004.4,,Aligarh
10/1/2022,24.1,19.3,29.8,134.1,,1011,10500,Aligarh
11/1/2022,20,14.4,27.2,0.9,,1014.4,9000,Aligarh
12/1/2022,15.2,9.7,22.8,0,,1015.6,9660,Aligarh
1/1/2023,12.4,7.3,19.1,69.1,,1017.9,5340,Aligarh
2/1/2023,18.7,12.1,26.4,0,,1014.2,13380,Aligarh
3/1/2023,22.3,15.9,29.3,55,,1012.7,11400,Aligarh
4/1/2023,27.4,20.2,34.8,10.8,,1008.6,13740,Aligarh
5/1/2023,29.8,23.1,37.1,34.1,,1005.6,13740,Aligarh
6/1/2023,31.5,26.6,36.6,124.2,,1000.7,11340,Aligarh
7/1/2023,29.1,26.1,32.8,257,,1000.9,6240,Aligarh
8/1/2023,29.4,26.2,33.3,180,,1001.5,9420,Aligarh
9/1/2023,28.4,24.8,32.7,109,,1004.3,11040,Aligarh
10/1/2023,25.2,19.2,32.1,1.5,,1011.4,,Aligarh
11/1/2023,20.2,14.7,26.6,14.2,,1015.8,,Aligarh
12/1/2023,15.4,10.1,22.2,7.9,,1017.5,8520,Aligarh
1/1/2024,11.1,5.8,18,4.7,,1018.1,2460,Aligarh
2/1/2024,15.7,10,22.4,28,,1016.8,9840,Aligarh
3/1/2024,21.4,14.6,28.6,15.7,,1012.8,,Aligarh
4/1/2024,29.2,21.5,36.5,0.3,,1007.2,13860,Aligarh
5/1/2024,33.9,26.5,41.5,0.2,,1002,13860,Aligarh
6/1/2024,35.2,29.5,41,134.6,,998.9,8820,Aligarh
7/1/2024,29.7,26.6,33.7,188,,997.8,,Aligarh
8/1/2024,29.3,27.1,32.5,390,,1001.4,8040,Aligarh
9/1/2024,29,26.3,32.9,193,,1003,7140,Aligarh
10/1/2024,26.3,20.9,32.3,0,,1009.6,12780,Aligarh
11/1/2024,21,15.3,27.8,0,,1014.5,2520,Aligarh
12/1/2024,14.5,9.5,21.2,54,,1016.4,2520,Aligarh
1/1/2025,13.6,8.6,20.2,17.3,,1016.4,7560,Aligarh
2/1/2025,18.1,12.3,24.7,14.3,,1014.8,10800,Aligarh
3/1/2025,24.5,16.8,31.4,18,,1010.7,15780,Aligarh
4/1/2025,30.9,23.2,39,5.9,,1006,13320,Aligarh
5/1/2025,31.3,25.4,38,28.9,,1002.3,10320,Aligarh
6/1/2025,31.2,26.4,36.5,141.4,,999.4,7980,Aligarh
7/1/2025,29.1,26.2,32.9,177.8,,998.6,6720,Aligarh
8/1/2025,28.5,25.8,31.9,286.3,,1002.2,5820,Aligarh
9/1/2025,28.2,24.8,32.5,130.4,,1004.7,12060,Aligarh
10/1/2025,24.1,19.5,29.5,49.3,,1010.9,9420,Aligarh
11/1/2025,18.1,12.5,25.6,0,,1015.3,8820,Aligarh
12/1/2025,14.4,9.4,21.5,0,,1016.8,7380,Aligarh
1/1/2020,,,,,,,,Solapur
2/1/2020,,,,,,,,Solapur
3/1/2020,,,,,,,,Solapur
4/1/2020,,,,,,,,Solapur
5/1/2020,,,,,,,,Solapur
6/1/2020,,,,,,,,Solapur
7/1/2020,,,,,,,,Solapur
8/1/2020,,,,,,,,Solapur
9/1/2020,,,,,,,,Solapur
10/1/2020,,,,,,,,Solapur
11/1/2020,,,,,,,,Solapur
12/1/2020,,,,,,,,Solapur
1/1/2021,26.1,20.5,32.3,,,1011.7,,Solapur
2/1/2021,26.2,19.5,32.8,0.4,,1012.7,,Solapur
3/1/2021,30.6,23.3,37.2,2,,1010,,Solapur
4/1/2021,32.1,25.4,38.2,1.2,,1008.3,,Solapur
5/1/2021,30.6,24.5,37,107.1,,1005.8,,Solapur
6/1/2021,27,22.5,32.5,183.2,,1006.2,,Solapur
7/1/2021,26.2,22.1,30.6,148.6,,1004.7,,Solapur
8/1/2021,26.7,21.9,31,85.1,,1006.5,,Solapur
9/1/2021,26.1,21.4,30.6,267.2,,1006,,Solapur
10/1/2021,26.7,20.8,32.8,41.7,,1009.2,,Solapur
11/1/2021,26,20.4,31.5,74.6,,1010.5,,Solapur
12/1/2021,23.8,17.9,30,12.8,,1014.1,,Solapur
1/1/2022,23.6,17.6,30,0.4,,1013,,Solapur
2/1/2022,26.6,20.1,33.1,0,,1011,,Solapur
3/1/2022,30.9,24,37.5,0.8,,1008.6,,Solapur
4/1/2022,33.7,27.2,40.2,25.9,,1006.8,,Solapur
5/1/2022,32.2,26.2,38.6,,,1003.7,,Solapur
6/1/2022,28.7,24.4,35,97.1,,1004.6,,Solapur
7/1/2022,25.5,22.6,29.7,307.4,,1004.9,,Solapur
8/1/2022,25.8,22.5,30.6,201.3,,1005,,Solapur
9/1/2022,25.7,22,31,262.6,,1007.2,,Solapur
10/1/2022,25,20.3,30.9,165.4,,1010.6,,Solapur
11/1/2022,25.5,19.1,32.2,0,,1012.6,,Solapur
12/1/2022,25.1,19.2,31.8,2.9,,1012.4,,Solapur
1/1/2023,24.8,18.6,31.6,0.2,,1013.6,,Solapur
2/1/2023,27.3,19.5,34.6,0,,1012.9,,Solapur
3/1/2023,28.7,22.1,35,0.4,,1011.1,,Solapur
4/1/2023,31.3,24,37.9,39.6,,1008.7,,Solapur
5/1/2023,32.8,26.3,39.2,7.7,,1007.3,,Solapur
6/1/2023,31,25.7,37,71.7,,1005.5,,Solapur
7/1/2023,25.7,22.3,30,363.8,,1005.6,,Solapur
8/1/2023,27.3,22.3,32.3,53.3,,1008.1,,Solapur
9/1/2023,27.1,22.3,31.9,194.2,,1006.8,,Solapur
10/1/2023,27.3,21.3,34,63,,1011.6,,Solapur
11/1/2023,26.6,21.2,32.1,177.6,,1012.9,,Solapur
12/1/2023,23.4,18.2,30,0.1,,1014,,Solapur
1/1/2024,25.1,19.2,31.9,1,,1013.7,,Solapur
2/1/2024,28.2,21.7,34.9,0,,1013.3,,Solapur
3/1/2024,31.7,24.9,38,0,,1010.7,,Solapur
4/1/2024,33.7,27.1,40.3,36.6,,1007.2,,Solapur
5/1/2024,32.9,26.3,40.1,45.9,,1004.8,,Solapur
6/1/2024,27.4,23.9,32.8,368.3,,1005,,Solapur
7/1/2024,26.7,23,30.3,212.4,,1003.6,,Solapur
8/1/2024,26.7,23,,,,,,Solapur
9/1/2024,26.4,22.1,,218.2,,1007.1,,Solapur
10/1/2024,26.6,22,32.9,112.3,,1009.8,,Solapur
11/1/2024,24.8,19.1,31.8,5.8,,1012.5,,Solapur
12/1/2024,24.4,19,31.2,,,1012.4,,Solapur
1/1/2025,24.3,17.9,32.2,0,,1013.1,,Solapur
2/1/2025,27.7,20.5,35.3,0,,1012.6,,Solapur
3/1/2025,,,,,,,,Solapur
4/1/2025,33.1,26.1,40.5,6.3,,1007,,Solapur
5/1/2025,29.3,24.4,35.5,222.7,,1004.8,,Solapur
6/1/2025,27.5,23.8,32.8,82.9,,1004.6,,Solapur
7/1/2025,26.9,23.3,31.7,200.6,,1004.6,,Solapur
8/1/2025,25.7,22.3,30.3,355.4,,1006.7,,Solapur
9/1/2025,24.9,21.7,29.8,321.4,,1008,,Solapur
10/1/2025,25.8,21.4,32.3,119.5,,1010.3,,Solapur
11/1/2025,25,18.8,32.5,6,,1014.1,,Solapur
12/1/2025,23.2,16,32,0,,1015,,Solapur
1/1/2020,15.8,,,,,,,Ranchi
2/1/2020,17.8,11.7,25.1,,,1017.2,,Ranchi
3/1/2020,22.2,,,,,1013.9,,Ranchi
4/1/2020,27,,,,,1011,,Ranchi
5/1/2020,28.4,,,,,,,Ranchi
6/1/2020,26.7,23.5,30.8,,,1003.7,,Ranchi
7/1/2020,26.5,,,,,1004,,Ranchi
8/1/2020,26.3,,,,,1002,,Ranchi
9/1/2020,26.6,,,,,1006.3,,Ranchi
10/1/2020,,,,,,,,Ranchi
11/1/2020,20.6,,,,,1016.6,,Ranchi
12/1/2020,17.3,,,,,1016.5,,Ranchi
1/1/2021,18,11.8,25.7,,,1015.1,,Ranchi
2/1/2021,20,13.4,27.7,3.7,,1015.5,,Ranchi
3/1/2021,26.1,19,33.5,18.8,,1011.8,,Ranchi
4/1/2021,29.4,22.5,36.8,3.8,,1009.6,,Ranchi
5/1/2021,27.3,22,33.6,332.5,,1006.6,,Ranchi
6/1/2021,26.7,23.2,31.1,283,,1003.5,,Ranchi
7/1/2021,25.9,23.1,30.1,498,,1002.7,,Ranchi
8/1/2021,26.2,23.5,30.2,282.1,,1005.2,,Ranchi
9/1/2021,25.3,22.9,29.3,360,,1006.6,,Ranchi
10/1/2021,24.8,20.9,29.6,111.6,,1010.8,,Ranchi
11/1/2021,20.2,15.6,26.1,83.8,,1014.7,,Ranchi
12/1/2021,16.8,12.3,22.4,36.4,,1017.7,,Ranchi
1/1/2022,15.6,10.9,21.8,36.4,,1016,,Ranchi
2/1/2022,18.2,12.1,25.1,25.9,,1014.2,,Ranchi
3/1/2022,26,19.3,33.3,0.3,,1011.1,,Ranchi
4/1/2022,31.5,24.9,39,6.2,,1007.7,,Ranchi
5/1/2022,29.3,23.5,36.7,59.9,,1004.1,,Ranchi
6/1/2022,28.8,24.4,35.2,103,,1003.3,,Ranchi
