date,tavg,tmin,tmax,prcp,wspd,pres,tsun,city
5/1/2021,30.4,23.3,37.5,144,,1003.1,11580,Faridabad
6/1/2021,32,25.8,38.1,35,,998.9,11700,Faridabad
7/1/2021,31.4,26.4,36.5,507,,998.1,10320,Faridabad
8/1/2021,30.8,26.3,35.2,214,,1000.5,9480,Faridabad
9/1/2021,29.4,25.5,33.2,413,,1003.7,9360,Faridabad
10/1/2021,26.8,20.5,33.1,123,,1008.6,15360,Faridabad
11/1/2021,19.9,11.9,27.8,0,,1013.7,10260,Faridabad
12/1/2021,15.3,8.2,22.4,9,,1018.2,7200,Faridabad
1/1/2022,13.1,8.2,18,88,,1016.3,3600,Faridabad
2/1/2022,17.2,10.2,24.2,29,,1013.3,12660,Faridabad
3/1/2022,25.3,17.6,32.9,0,,1009,14700,Faridabad
4/1/2022,31.2,22.2,40.2,0,,1004.2,13440,Faridabad
5/1/2022,33.1,26,40.1,45,,999.3,7260,Faridabad
6/1/2022,33.7,27.2,40.1,25,,997.9,9780,Faridabad
7/1/2022,31.2,27,35.5,286,,999.4,7980,Faridabad
8/1/2022,30.4,26.4,34.4,41,,1000.2,9660,Faridabad
9/1/2022,29.4,24.7,34.2,165,,1003.6,,Faridabad
10/1/2022,24.9,18.5,31.4,128,,1010.6,10500,Faridabad
11/1/2022,20.5,12.3,28.7,0,,1014.2,9000,Faridabad
12/1/2022,15.5,7.5,23.4,0,,1015.7,9660,Faridabad
1/1/2023,13.2,6.6,19.7,20,,1017.9,5340,Faridabad
2/1/2023,19.5,11.2,27.7,0,,1013.8,13380,Faridabad
3/1/2023,23.6,16.2,30.9,54,,1012,11400,Faridabad
4/1/2023,27.3,19.4,35.3,16,,1007.7,13740,Faridabad
5/1/2023,29.6,22.4,36.8,86,,1004.9,13740,Faridabad
6/1/2023,31.5,25.9,37.1,101,,999,11340,Faridabad
7/1/2023,30.7,26.7,34.8,383,,999.5,6240,Faridabad
8/1/2023,31.1,26.8,35.4,106,,1000.5,9420,Faridabad
9/1/2023,30.4,25.3,35.6,83,,1003.5,11040,Faridabad
10/1/2023,25.5,18.2,33.4,5,,1011.3,,Faridabad
11/1/2023,20.4,13.1,27.8,18,,1015.8,,Faridabad
12/1/2023,16.3,8.6,24.1,0,,1017.6,8520,Faridabad
1/1/2024,12.3,6.6,18.1,0,,1018.3,2460,Faridabad
2/1/2024,16.7,9.3,24.1,32,,1016.7,9840,Faridabad
3/1/2024,22.4,14.2,30.5,4,,1012.6,,Faridabad
4/1/2024,28.9,20.7,37,7,,1006.5,13860,Faridabad
5/1/2024,33.9,26.5,41.4,4,,1001,13860,Faridabad
6/1/2024,34.7,28.8,40.6,244,,997.7,8820,Faridabad
7/1/2024,31.5,27.6,35.9,203,,996.7,,Faridabad
8/1/2024,29.9,25.7,34.2,390,,1001,8040,Faridabad
9/1/2024,29.3,24.7,33.8,193,,1003.3,7140,Faridabad
10/1/2024,28.2,21.4,35.1,0,,1009.1,12780,Faridabad
11/1/2024,22.2,14.7,29.7,0,,1014.3,2520,Faridabad
12/1/2024,15.8,8.4,23.2,54,,1016.8,2520,Faridabad
1/1/2025,14.6,8.5,20.8,7,,1016.6,7560,Faridabad
2/1/2025,19.2,11.6,26.7,1,,1014.7,10800,Faridabad
3/1/2025,23.8,15.5,32,18,,1010.7,15780,Faridabad
4/1/2025,30.4,21.9,38.9,0.5,,1005,13320,Faridabad
5/1/2025,31.4,25.3,37.6,186,,1001.4,10320,Faridabad
6/1/2025,32.3,27.1,37.5,107,,998.3,7980,Faridabad
7/1/2025,30.3,26.1,34.5,259,,997.4,6720,Faridabad
8/1/2025,29.1,25.1,33.2,400,,1001.4,5820,Faridabad
9/1/2025,28.8,24,33.6,136,,1004,12060,Faridabad
10/1/2025,25.8,20.1,31.6,89,,1010.1,9420,Faridabad
11/1/2025,19.6,11.4,27.8,0,,1015.5,8820,Faridabad
12/1/2025,15,8.2,23,0,,1017.1,7380,Faridabad
1/1/2020,,,,,,,,Patiala
2/1/2020,,,,,,,,Patiala
3/1/2020,,,,,,,,Patiala
4/1/2020,,,,,,,,Patiala
5/1/2020,,,,,,,,Patiala
6/1/2020,,,,,,,,Patiala
7/1/2020,,,,,,,,Patiala
8/1/2020,,,,,,,,Patiala
9/1/2020,30,24.6,35.8,,,,,Patiala
10/1/2020,24.7,17.6,34.6,,,,,Patiala
11/1/2020,,,,,,,,Patiala
12/1/2020,,,,,,,,Patiala
1/1/2021,11.9,7.9,19,,,1016.4,,Patiala
2/1/2021,16.7,10.5,25.4,10,,1015.2,,Patiala
3/1/2021,22.8,16,31.4,4.8,,1011.1,,Patiala
4/1/2021,26.5,18.7,36.7,16.8,,1008.8,,Patiala
5/1/2021,29.1,22.4,37.8,53.9,,1004.4,,Patiala
6/1/2021,31,25.1,38.4,37.2,,1000.4,,Patiala
7/1/2021,30.5,26.6,36.1,223.5,,999.3,,Patiala
8/1/2021,29.8,26.2,34.8,74.2,,1001.8,,Patiala
9/1/2021,28.2,24.7,33.5,72,,1005.6,,Patiala
10/1/2021,25,19.6,33,47.7,,1009.4,,Patiala
11/1/2021,18,11.1,28.5,0,,1014.2,,Patiala
12/1/2021,13.2,7.5,22.3,8.3,,1018.9,,Patiala
1/1/2022,11.8,8.5,17.3,109.9,,1016.8,,Patiala
2/1/2022,14.7,8.7,22.6,24.6,,1014,,Patiala
3/1/2022,23.7,16.6,32.1,3,,1010,,Patiala
4/1/2022,30.5,21.3,40.7,0,,1005.1,,Patiala
5/1/2022,31.7,24.9,40,22,,1000.6,,Patiala
6/1/2022,32.7,26.3,40.3,52.4,,999.1,,Patiala
7/1/2022,30,26.6,35.3,304.2,,1001.4,,Patiala
8/1/2022,30.3,26.4,35.6,63.6,,1002,,Patiala
9/1/2022,28.6,24.8,34.3,124.6,,1005,,Patiala
10/1/2022,24.3,18.8,32.5,52.9,,1011.6,,Patiala
11/1/2022,18.7,12.5,28.8,0.2,,1015,,Patiala
12/1/2022,13.4,8.1,22,1.7,,1016.3,,Patiala
1/1/2023,11.3,6.6,18.4,22.8,,1018.8,,Patiala
2/1/2023,17.8,10.9,26.8,1.7,,1014.8,,Patiala
3/1/2023,21.4,15,30.2,106.9,,1013.4,,Patiala
4/1/2023,26.1,18.4,35.2,11.9,,1009.3,,Patiala
5/1/2023,28.7,21.1,37.8,66.8,,1006.2,,Patiala
6/1/2023,30.7,24.8,37.8,130.3,,1001.3,,Patiala
7/1/2023,29.6,26.1,34.5,492.9,,1001.4,,Patiala
8/1/2023,30.6,26.6,36.1,54.9,,1001.3,,Patiala
9/1/2023,28.9,24.8,35.6,137.3,,1004.9,,Patiala
10/1/2023,24,17.9,33,35.4,,1012,,Patiala
11/1/2023,19.1,13.3,29,5.4,,1016.5,,Patiala
12/1/2023,13.7,8.2,22.4,6.1,,1018.3,,Patiala
1/1/2024,9.3,5.6,15,1,,1019.2,,Patiala
2/1/2024,15.1,8.8,23.4,17.2,,1017.5,,Patiala
3/1/2024,20.7,13.5,29.1,23.4,,1013.5,,Patiala
4/1/2024,26.7,19,35.9,28.4,,1008.1,,Patiala
5/1/2024,33,25,41.5,6.1,,1002.5,,Patiala
6/1/2024,34.4,27.5,42,14.3,,999,,Patiala
7/1/2024,31,27.2,36.4,283.3,,998,,Patiala
8/1/2024,29.3,26,34.7,254.3,,,,Patiala
9/1/2024,28.5,24.7,34.4,,,1004.3,,Patiala
10/1/2024,26.1,20.1,34.5,0.5,,1009.9,,Patiala
11/1/2024,19.8,14.3,28.5,0,,1014.8,,Patiala
12/1/2024,13.3,7.7,22.1,,,1017.2,,Patiala
1/1/2025,12.7,7.8,20.1,11.9,,1017.1,,Patiala
2/1/2025,16.6,10.6,24.9,29,,1015.5,,Patiala
3/1/2025,21.1,15.4,29.9,,,,,Patiala
4/1/2025,29.1,21.1,38.4,8.3,,1006.4,,Patiala
5/1/2025,30.4,24.1,38.6,47.2,,1002.6,,Patiala
6/1/2025,31.3,26.1,38.1,136.4,,999.5,,Patiala
7/1/2025,29.4,26.4,34.1,176.6,,999,,Patiala
8/1/2025,28.4,25.8,32.8,258.2,,1002.5,,Patiala
9/1/2025,28.8,26.3,32.8,190.9,,1005,,Patiala
10/1/2025,24.2,20.4,31.1,64.9,,1011,,Patiala
11/1/2025,17,12.4,26.4,1.5,,1015.3,,Patiala
12/1/2025,13.4,9.6,20.2,0,,1016.8,,Patiala
1/1/2020,13.7,8,19.5,48,,1017.3,9420,Meerut
2/1/2020,17,9.9,24.1,2,,1016.5,12120,Meerut
3/1/2020,21.6,15,28.2,109,,1012.2,12420,Meerut
4/1/2020,27.7,20.1,35.3,14,,1008.1,15420,Meerut
5/1/2020,31.9,24.4,39.5,21,,1002.6,16080,Meerut
6/1/2020,32.6,26.7,38.5,82,,998.9,13260,Meerut
7/1/2020,31.5,26.8,36.3,237,,998.7,10740,Meerut
8/1/2020,30.6,26.6,34.6,237,,998.3,9180,Meerut
9/1/2020,31,25.7,36.2,21,,1002.6,13740,Meerut
10/1/2020,25.9,17.2,34.5,0,,1008,13320,Meerut
11/1/2020,19,10.2,27.8,1,,1016.3,6960,Meerut
12/1/2020,15.2,7.1,23.4,2,,1016.7,8520,Meerut
1/1/2021,12.7,8,19.5,57,,1015.8,6540,Meerut
2/1/2021,17.1,10.7,25.5,12.3,,1014.7,12120,Meerut
3/1/2021,23,15.9,31.3,1.6,,1010.5,,Meerut
4/1/2021,27.5,19.6,36.3,4.1,,1008,13800,Meerut
5/1/2021,28.5,23,35.2,162.6,,1004.2,11580,Meerut
6/1/2021,30.5,25.6,35.9,35.7,,1000.2,11700,Meerut
7/1/2021,30.3,27.1,34.4,331.3,,999.1,10320,Meerut
8/1/2021,29,25.8,33.5,145.1,,1001.6,9480,Meerut
9/1/2021,27.7,24.8,32.2,130.8,,1005.1,9360,Meerut
10/1/2021,24.7,19.7,30.8,154.3,,1008.9,15360,Meerut
11/1/2021,18.4,12.1,26.2,0,,1013.7,10260,Meerut
12/1/2021,14,8.8,21.6,12.8,,1018.1,7200,Meerut
1/1/2022,12.1,7.8,18.3,84.9,,1016.2,3600,Meerut
2/1/2022,15,9.4,22.4,44.2,,1013.4,12660,Meerut
3/1/2022,24.1,16.7,32.2,0.8,,1009.4,14700,Meerut
4/1/2022,31.1,22.4,39.9,0,,1004.6,13440,Meerut
5/1/2022,31.3,24.9,38.5,45,,1000.6,7260,Meerut
6/1/2022,33.2,27.1,39.7,15.7,,998.8,9780,Meerut
7/1/2022,29.4,26.1,33.9,206.1,,1001,7980,Meerut
8/1/2022,29.2,25.8,33.6,94.8,,1001.6,9660,Meerut
9/1/2022,28.3,24.6,33.3,166.9,,1004.6,,Meerut
10/1/2022,23.4,18.4,30,111.6,,1011.1,10500,Meerut
11/1/2022,19.1,13.7,26.7,1.2,,1014.4,9000,Meerut
12/1/2022,14.4,9.3,22.1,1,,1015.6,9660,Meerut
1/1/2023,11.8,7.2,18.9,28.4,,1018.1,5340,Meerut
2/1/2023,18.3,12,26.3,0,,1014.1,13380,Meerut
3/1/2023,21.7,15.5,29.2,71.5,,1012.8,11400,Meerut
4/1/2023,26.5,19.2,34.5,17.1,,1008.6,13740,Meerut
5/1/2023,28.4,21.9,35.7,63.5,,1005.8,13740,Meerut
6/1/2023,30.5,25.5,36.4,138.4,,1000.9,11340,Meerut
7/1/2023,28.7,25.6,32.8,285.5,,1001.1,6240,Meerut
8/1/2023,29.3,26,33.7,105.5,,1001.2,9420,Meerut
9/1/2023,28.3,24.4,33.6,67.7,,1004.5,11040,Meerut
10/1/2023,24.2,18.3,31.4,1,,1011.5,,Meerut
11/1/2023,19.3,13.8,26.4,19.4,,1016,,Meerut
12/1/2023,14.6,9.2,22.8,1.6,,1017.6,8520,Meerut
1/1/2024,10.7,5.8,18.3,26.5,,1018.4,2460,Meerut
2/1/2024,15.8,9.6,23.3,11.1,,1016.9,9840,Meerut
3/1/2024,21.5,14.6,29.3,49.7,,1012.9,,Meerut
4/1/2024,28.9,21.2,36.7,1.9,,1007.3,13860,Meerut
5/1/2024,33.7,26.5,41.7,2.5,,1002.1,13860,Meerut
6/1/2024,35,29.4,41.1,50,,998.8,8820,Meerut
7/1/2024,29.5,26.3,33.9,302,,997.9,,Meerut
8/1/2024,29.9,25.7,34.2,390,,1001,8040,Meerut
9/1/2024,29.3,24.7,33.8,193,,1003.3,7140,Meerut
10/1/2024,25.8,20.2,33.1,0,,1009.6,12780,Meerut
11/1/2024,19.9,14.7,27.4,0,,1014.5,2520,Meerut
12/1/2024,13.6,8.6,21.5,54,,1016.6,2520,Meerut
1/1/2025,12.9,8.1,20.5,24.7,,1016.6,7560,Meerut
2/1/2025,17,11.4,24.9,35.3,,1014.9,10800,Meerut
3/1/2025,23.8,15.5,32,18,,1010.7,15780,Meerut
4/1/2025,28.4,21.2,36.9,1.7,,1006.2,13320,Meerut
5/1/2025,29.3,23.9,35.8,8.3,,1002.6,10320,Meerut
6/1/2025,29.8,25.4,35.5,149.5,,999.6,7980,Meerut
7/1/2025,28.9,25.9,33.1,170.9,,998.8,6720,Meerut
8/1/2025,28.3,25.5,32.2,258.5,,1002.3,5820,Meerut
9/1/2025,27.9,24.3,32,103.6,,1004.9,12060,Meerut
10/1/2025,23.8,18.8,29.4,29.3,,1011,9420,Meerut
11/1/2025,17.2,11.7,24.3,0.1,,1015.3,8820,Meerut
12/1/2025,13.6,8.6,20.9,0.1,,1016.8,7380,Meerut
1/1/2020,24.9,19.2,29.9,0,,1013.4,13800,Kalyan-Dombivli
2/1/2020,27.3,21,32.6,0,,1012.7,11220,Kalyan-Dombivli
3/1/2020,27.7,22.6,31.9,0,,1011.2,12900,Kalyan-Dombivli
4/1/2020,30.2,26.4,33.9,0,,1009.6,14220,Kalyan-Dombivli
5/1/2020,31.1,28.6,34,0,,1007.3,15960,Kalyan-Dombivli
6/1/2020,29.2,26,32.3,525,,1003.7,8340,Kalyan-Dombivli
7/1/2020,28.1,25.4,30.5,1501.9,,1003.2,4620,Kalyan-Dombivli
8/1/2020,27.6,25,29.6,826.5,,1003.3,2760,Kalyan-Dombivli
9/1/2020,28.4,25.3,31.4,320,,1005.6,7080,Kalyan-Dombivli
10/1/2020,29.2,25.6,32.7,224,,1007.3,7920,Kalyan-Dombivli
11/1/2020,28.7,23.1,33.9,0,,1011.8,12720,Kalyan-Dombivli
12/1/2020,26.6,20.8,32.3,25,,1012,11400,Kalyan-Dombivli
1/1/2021,25.9,20.5,30.9,1,,1011.1,11100,Kalyan-Dombivli
2/1/2021,27.3,21.4,32.9,0,,1012.1,11280,Kalyan-Dombivli
3/1/2021,29.7,23.9,35,0,,1010,13200,Kalyan-Dombivli
4/1/2021,30,26.2,33.6,0,,1009.1,13620,Kalyan-Dombivli
5/1/2021,30.7,27.8,33.8,154.4,,1005.5,12000,Kalyan-Dombivli
6/1/2021,28.6,25.5,31.5,317,,1005.3,6360,Kalyan-Dombivli
7/1/2021,28.6,25.7,30.8,773.9,,1003.8,4800,Kalyan-Dombivli
8/1/2021,27.8,25.1,30,336.1,,1006.3,5520,Kalyan-Dombivli
9/1/2021,27.7,24.8,30.1,406.3,,1005.1,5820,Kalyan-Dombivli
10/1/2021,29.4,25.2,33.5,109,,1008.6,13620,Kalyan-Dombivli
11/1/2021,29.5,25,34.1,45.5,,1009.2,12720,Kalyan-Dombivli
12/1/2021,25.8,21,30.6,152,,1013.3,10080,Kalyan-Dombivli
1/1/2022,24.5,19.3,29.3,5.6,,1012.9,11940,Kalyan-Dombivli
2/1/2022,25.3,19.3,30.5,0,,1011.3,14220,Kalyan-Dombivli
3/1/2022,30,24.7,34.9,0,,1008.9,9240,Kalyan-Dombivli
4/1/2022,30.6,26.8,34.5,0.1,,1008,12120,Kalyan-Dombivli
5/1/2022,30.9,28.8,34,7,,1005.7,13080,Kalyan-Dombivli
6/1/2022,29.3,26.6,32.9,298.3,,1004.4,7860,Kalyan-Dombivli
7/1/2022,27.8,25.3,29.8,1185.2,,1004,3060,Kalyan-Dombivli
8/1/2022,27.7,25.1,30.3,550.9,,1004.2,5160,Kalyan-Dombivli
9/1/2022,27.5,24.7,30.2,528.4,,1006.6,5700,Kalyan-Dombivli
10/1/2022,28.4,24.5,32.4,165.5,,1009.8,11700,Kalyan-Dombivli
11/1/2022,27.9,21.9,33.6,0,,1011.7,12180,Kalyan-Dombivli
12/1/2022,27.3,21.8,32.5,6.2,,1011.4,10680,Kalyan-Dombivli
1/1/2023,24.4,18.7,29.5,0,,1013.4,11520,Kalyan-Dombivli
2/1/2023,28.1,20.6,34.2,0,,1012.4,13980,Kalyan-Dombivli
3/1/2023,28.9,23.6,33.5,21,,1011.2,12120,Kalyan-Dombivli
4/1/2023,30,25.8,33.8,15.3,,1009,14220,Kalyan-Dombivli
5/1/2023,30.8,28.3,33.6,0.6,,1008.8,17220,Kalyan-Dombivli
6/1/2023,30.4,27.8,33.7,561.1,,1005.7,11460,Kalyan-Dombivli
7/1/2023,27.8,25.3,29.4,1768.9,,1004.7,1680,Kalyan-Dombivli
8/1/2023,28.6,26.3,30.8,187.3,,1007.9,7140,Kalyan-Dombivli
9/1/2023,28.2,25.2,31,483.8,,1006.6,6660,Kalyan-Dombivli
10/1/2023,30.2,25.8,34.5,13,,1011,10200,Kalyan-Dombivli
11/1/2023,29.4,24.3,34.4,7.1,,1011.7,11040,Kalyan-Dombivli
12/1/2023,27.9,22.8,32.9,0,,1012.3,10140,Kalyan-Dombivli
1/1/2024,26.3,19.9,31.3,1.1,,1013.2,12240,Kalyan-Dombivli
2/1/2024,27.1,20.6,32.6,0,,1013.5,14700,Kalyan-Dombivli
3/1/2024,28.3,23.2,32.8,0.1,,1011.9,14340,Kalyan-Dombivli
4/1/2024,30.7,26.6,34.7,0,,1008.2,14340,Kalyan-Dombivli
5/1/2024,31.1,28.6,34.2,1.4,,1005.9,,Kalyan-Dombivli
6/1/2024,29.7,27.2,33.2,351.3,,1004,6780,Kalyan-Dombivli
7/1/2024,27.5,25.3,29.8,1663.8,,1002.1,1020,Kalyan-Dombivli
8/1/2024,28.2,26.3,30.9,390.5,,1005.7,5700,Kalyan-Dombivli
9/1/2024,27.7,25.2,30.6,659.3,,1006.5,8040,Kalyan-Dombivli
10/1/2024,29.3,25.6,33.3,112,,1008.8,11040,Kalyan-Dombivli
11/1/2024,28.4,22.6,34.1,0.5,,1011.2,10560,Kalyan-Dombivli
12/1/2024,26.2,20.6,32,0,,1011.7,8040,Kalyan-Dombivli
1/1/2025,26.2,20,32.2,0,,1011.9,11100,Kalyan-Dombivli
2/1/2025,28,21.2,34,0,,1012.2,13560,Kalyan-Dombivli
3/1/2025,29.3,24.2,34.4,0,,1010,13680,Kalyan-Dombivli
4/1/2025,30.2,26.7,34.1,0.7,,1008.2,13800,Kalyan-Dombivli
5/1/2025,29.5,25.8,32.9,237,,1005,10140,Kalyan-Dombivli
6/1/2025,28.6,26.2,31.4,510.9,,1003.6,5460,Kalyan-Dombivli
7/1/2025,28.1,26,30,801.7,,1003.5,2760,Kalyan-Dombivli
8/1/2025,27.4,25.5,29.5,1098,,1005.7,4500,Kalyan-Dombivli
9/1/2025,27,25.4,29,480.7,,1007.2,4020,Kalyan-Dombivli
10/1/2025,29.1,26.3,32.8,122.4,,1008,10800,Kalyan-Dombivli
11/1/2025,27.8,24.3,32,9,,1012.5,11880,Kalyan-Dombivli
12/1/2025,27,22.8,32.1,0,,1012.9,11700,Kalyan-Dombivli
1/1/2020,24.9,19.2,29.9,0,,1013.4,13800,Vasai-Virar
2/1/2020,27.3,21,32.6,0,,1012.7,11220,Vasai-Virar
3/1/2020,27.7,22.6,31.9,0,,1011.2,12900,Vasai-Virar
4/1/2020,30.2,26.4,33.9,0,,1009.6,14220,Vasai-Virar
5/1/2020,31.1,28.6,34,0,,1007.3,15960,Vasai-Virar
6/1/2020,29.2,26,32.3,525,,1003.7,8340,Vasai-Virar
7/1/2020,28.1,25.4,30.5,1501.9,,1003.2,4620,Vasai-Virar
8/1/2020,27.6,25,29.6,826.5,,1003.3,2760,Vasai-Virar
9/1/2020,28.4,25.3,31.4,320,,1005.6,7080,Vasai-Virar
10/1/2020,29.2,25.6,32.7,224,,1007.3,7920,Vasai-Virar
11/1/2020,28.7,23.1,33.9,0,,1011.8,12720,Vasai-Virar
12/1/2020,26.6,20.8,32.3,25,,1012,11400,Vasai-Virar
1/1/2021,25.9,20.5,30.9,1,,1011.1,11100,Vasai-Virar
2/1/2021,27.3,21.4,32.9,0,,1012.1,11280,Vasai-Virar
3/1/2021,29.7,23.9,35,0,,1010,13200,Vasai-Virar
4/1/2021,30,26.2,33.6,0,,1009.1,13620,Vasai-Virar
5/1/2021,30.7,27.8,33.8,154.4,,1005.5,12000,Vasai-Virar
6/1/2021,28.6,25.5,31.5,317,,1005.3,6360,Vasai-Virar
7/1/2021,28.6,25.7,30.8,773.9,,1003.8,4800,Vasai-Virar
8/1/2021,27.8,25.1,30,295.1,,1006.3,5520,Vasai-Virar
9/1/2021,27.7,24.8,30.1,436.9,,1005.1,5820,Vasai-Virar
10/1/2021,29.4,25.2,33.5,31.8,,1008.6,13620,Vasai-Virar
11/1/2021,29.5,25,34.1,50.1,,1009.2,12720,Vasai-Virar
12/1/2021,25.8,21,30.6,103.3,,1013.3,10080,Vasai-Virar
1/1/2022,24.5,19.3,29.3,9.6,,1012.9,11940,Vasai-Virar
2/1/2022,25.3,19.3,30.5,0,,1011.3,14220,Vasai-Virar
3/1/2022,30,24.7,34.9,0.1,,1008.9,9240,Vasai-Virar
4/1/2022,30.6,26.8,34.5,0,,1008,12120,Vasai-Virar
5/1/2022,30.9,28.8,34,7,,1005.7,13080,Vasai-Virar
6/1/2022,29.3,26.6,32.9,298.3,,1004.4,7860,Vasai-Virar
7/1/2022,27.8,25.3,29.8,1185.2,,1004,3060,Vasai-Virar
8/1/2022,27.7,25.1,30.3,550.9,,1004.2,5160,Vasai-Virar
9/1/2022,27.5,24.7,30.2,528.4,,1006.6,5700,Vasai-Virar
10/1/2022,28.4,24.5,32.4,165.5,,1009.8,11700,Vasai-Virar
11/1/2022,27.9,21.9,33.6,0,,1011.7,12180,Vasai-Virar
12/1/2022,27.3,21.8,32.5,6.2,,1011.4,10680,Vasai-Virar
1/1/2023,24.4,18.7,29.5,0,,1013.4,11520,Vasai-Virar
2/1/2023,28.1,20.6,34.2,0,,1012.4,13980,Vasai-Virar
3/1/2023,28.9,23.6,33.5,21,,1011.2,12120,Vasai-Virar
4/1/2023,30,25.8,33.8,15.3,,1009,14220,Vasai-Virar
5/1/2023,30.8,28.3,33.6,0.6,,1008.8,17220,Vasai-Virar
6/1/2023,30.4,27.8,33.7,561.1,,1005.7,11460,Vasai-Virar
7/1/2023,27.8,25.3,29.4,1768.9,,1004.7,1680,Vasai-Virar
8/1/2023,28.6,26.3,30.8,187.3,,1007.9,7140,Vasai-Virar
9/1/2023,28.2,25.2,31,483.8,,1006.6,6660,Vasai-Virar
10/1/2023,30.2,25.8,34.5,13,,1011,10200,Vasai-Virar
11/1/2023,29.4,24.3,34.4,7.1,,1011.7,11040,Vasai-Virar
12/1/2023,27.9,22.8,32.9,0,,1012.3,10140,Vasai-Virar
1/1/2024,26.3,19.9,31.3,1.1,,1013.2,12240,Vasai-Virar
2/1/2024,27.1,20.6,32.6,0,,1013.5,14700,Vasai-Virar
3/1/2024,28.3,23.2,32.8,0.1,,1011.9,14340,Vasai-Virar
4/1/2024,30.7,26.6,34.7,0,,1008.2,14340,Vasai-Virar
5/1/2024,31.1,28.6,34.2,1.4,,1005.9,,Vasai-Virar
6/1/2024,29.7,27.2,33.2,351.3,,1004,6780,Vasai-Virar
7/1/2024,27.5,25.3,29.8,1663.8,,1002.1,1020,Vasai-Virar
8/1/2024,28.2,26.3,30.9,390.5,,1005.7,5700,Vasai-Virar
9/1/2024,27.7,25.2,30.6,659.3,,1006.5,8040,Vasai-Virar
10/1/2024,29.3,25.6,33.3,112,,1008.8,11040,Vasai-Virar
11/1/2024,28.4,22.6,34.1,0.5,,1011.2,10560,Vasai-Virar
12/1/2024,26.2,20.6,32,0,,1011.7,8040,Vasai-Virar
1/1/2025,26.2,20,32.2,0,,1011.9,11100,Vasai-Virar
2/1/2025,28,21.2,34,0,,1012.2,13560,Vasai-Virar
3/1/2025,29.3,24.2,34.4,0,,1010,13680,Vasai-Virar
4/1/2025,30.2,26.7,34.1,0,,1008.2,13800,Vasai-Virar
5/1/2025,29.5,25.8,32.9,237,,1005,10140,Vasai-Virar
6/1/2025,28.6,26.2,31.4,510.9,,1003.6,5460,Vasai-Virar
7/1/2025,28.1,26,30,801.7,,1003.5,2760,Vasai-Virar
8/1/2025,27.4,25.5,29.5,1098,,1005.7,4500,Vasai-Virar
9/1/2025,27,25.4,29,480.7,,1007.2,4020,Vasai-Virar
10/1/2025,29.1,26.3,32.8,170.2,,1008,10800,Vasai-Virar
11/1/2025,27.8,24.3,32,9.2,,1012.5,11880,Vasai-Virar
12/1/2025,27,22.8,32.1,0,,1012.9,11700,Vasai-Virar
1/1/2020,,,,,,,,Varanasi
2/1/2020,,,,,,,,Varanasi
3/1/2020,,,,,,,,Varanasi
4/1/2020,,,,,,,,Varanasi
5/1/2020,,,,,,,,Varanasi
6/1/2020,,,,,,,,Varanasi
7/1/2020,,,,,,,,Varanasi
8/1/2020,,,,,,,,Varanasi
9/1/2020,,,,,,,,Varanasi
10/1/2020,,,,,,,,Varanasi
11/1/2020,,,,,,,,Varanasi
12/1/2020,,,,,,,,Varanasi
1/1/2021,16,10.4,22.7,,,1015.2,,Varanasi
2/1/2021,20,12.9,27.7,1.7,,1014.4,,Varanasi
3/1/2021,26.4,18.9,34.4,0,,1010.1,,Varanasi
4/1/2021,30.7,22,39.3,3.4,,1007.2,,Varanasi
5/1/2021,30,24.2,35.9,143.2,,1004,,Varanasi
6/1/2021,29.8,25.7,34.7,242.2,,1000.2,,Varanasi
7/1/2021,30.3,26.4,34.8,254.3,,999.6,,Varanasi
8/1/2021,29.4,25.1,33.5,254.2,,1002.1,,Varanasi
9/1/2021,28.8,24.8,33,272,,1004.3,,Varanasi
10/1/2021,26.5,21.6,32.3,88.4,,1008.6,,Varanasi
11/1/2021,20.9,14.5,28,0,,1013.4,,Varanasi
12/1/2021,17.1,11.5,23.8,24.8,,1017.3,,Varanasi
1/1/2022,15.1,9.8,20.9,20,,1016.2,,Varanasi
2/1/2022,18.1,11.7,25.5,5.5,,1013.2,,Varanasi
3/1/2022,26.4,18.7,34.8,0,,1008.9,,Varanasi
4/1/2022,32.7,24.2,41.7,0,,1004.5,,Varanasi
5/1/2022,33.2,26.6,40.4,,,1000.8,,Varanasi
6/1/2022,33.8,27.9,40.7,201.9,,999.2,,Varanasi
7/1/2022,31.3,27.1,36.2,274.8,,1000.4,,Varanasi
8/1/2022,29.9,26.3,34.7,273.2,,1001.1,,Varanasi
9/1/2022,28.8,25.5,33.7,204.1,,1004.6,,Varanasi
10/1/2022,25.7,21.4,31.7,175.3,,1010.8,,Varanasi
11/1/2022,20.9,15.5,27.9,0,,1014.2,,Varanasi
12/1/2022,17.1,11.6,24.5,1.4,,1015,,Varanasi
1/1/2023,15,9.9,22,19.1,,1017.2,,Varanasi
2/1/2023,20.2,13.7,27.7,0,,1013.9,,Varanasi
3/1/2023,24.7,18.3,32.3,90.1,,1012.2,,Varanasi
4/1/2023,29.5,22.5,37,10.2,,1007.9,,Varanasi
5/1/2023,31.7,24.8,38.8,25.3,,1005.2,,Varanasi
6/1/2023,34.6,28.7,40,130.5,,999.7,,Varanasi
7/1/2023,30.9,27.2,35.3,208.6,,1000.6,,Varanasi
8/1/2023,29.3,26.3,32.9,196.6,,1001.6,,Varanasi
9/1/2023,28.8,25.9,33.1,202.9,,1003.7,,Varanasi
