,date,tavg,tmin,tmax,prcp,pres,tsun,city
4012,5/1/2024,29.4,25.7,33.1,716.0,1007.0,5580.0,Thiruvananthapuram
4013,6/1/2024,28.4,25.1,31.7,390.0,1008.5,6120.0,Thiruvananthapuram
4014,7/1/2024,27.9,24.5,31.2,253.0,1008.2,4740.0,Thiruvananthapuram
4015,8/1/2024,28.3,24.8,31.9,210.0,1008.8,8700.0,Thiruvananthapuram
4016,9/1/2024,28.4,24.7,32.1,139.0,1009.1,10560.0,Thiruvananthapuram
4017,10/1/2024,28.2,24.5,31.9,332.0,1009.8,6420.0,Thiruvananthapuram
4018,11/1/2024,28.1,24.2,31.9,220.0,1009.6,5640.0,Thiruvananthapuram
4019,12/1/2024,28.8,24.4,33.2,51.0,1010.0,11220.0,Thiruvananthapuram
4020,1/1/2025,28.8,23.8,33.7,48.0,1010.0,6600.0,Thiruvananthapuram
4021,2/1/2025,28.7,23.3,34.2,1.0,1011.2,13920.0,Thiruvananthapuram
4022,3/1/2025,29.5,25.0,34.0,194.0,1010.1,11100.0,Thiruvananthapuram
4023,4/1/2025,29.7,25.5,34.0,129.0,1009.0,9120.0,Thiruvananthapuram
4024,5/1/2025,28.9,25.0,32.7,447.0,1007.7,7980.0,Thiruvananthapuram
4025,6/1/2025,28.0,24.4,31.5,324.0,1008.9,7920.0,Thiruvananthapuram
4026,7/1/2025,27.5,23.6,31.3,191.0,1008.9,7740.0,Thiruvananthapuram
4027,8/1/2025,27.7,24.1,31.2,111.0,1009.3,8340.0,Thiruvananthapuram
4028,9/1/2025,28.4,24.5,32.4,217.0,1009.6,10500.0,Thiruvananthapuram
4029,10/1/2025,28.1,24.2,32.1,383.0,1009.4,7320.0,Thiruvananthapuram
4030,11/1/2025,27.4,23.6,31.1,215.0,1011.4,6660.0,Thiruvananthapuram
4031,12/1/2025,27.9,22.9,32.9,4.0,1010.9,13020.0,Thiruvananthapuram
4032,1/1/2020,24.9,19.2,29.9,0.0,1013.4,13800.0,Bhiwandi
4033,2/1/2020,27.3,21.0,32.6,0.0,1012.7,11220.0,Bhiwandi
4034,3/1/2020,27.7,22.6,31.9,0.0,1011.2,12900.0,Bhiwandi
4035,4/1/2020,30.2,26.4,33.9,0.0,1009.6,14220.0,Bhiwandi
4036,5/1/2020,31.1,28.6,34.0,0.0,1007.3,15960.0,Bhiwandi
4037,6/1/2020,29.2,26.0,32.3,525.0,1003.7,8340.0,Bhiwandi
4038,7/1/2020,28.1,25.4,30.5,1501.9,1003.2,4620.0,Bhiwandi
4039,8/1/2020,27.6,25.0,29.6,826.5,1003.3,2760.0,Bhiwandi
4040,9/1/2020,28.4,25.3,31.4,320.0,1005.6,7080.0,Bhiwandi
4041,10/1/2020,29.2,25.6,32.7,224.0,1007.3,7920.0,Bhiwandi
4042,11/1/2020,28.7,23.1,33.9,0.0,1011.8,12720.0,Bhiwandi
4043,12/1/2020,26.6,20.8,32.3,25.0,1012.0,11400.0,Bhiwandi
4044,1/1/2021,25.9,20.5,30.9,1.0,1011.1,11100.0,Bhiwandi
4045,2/1/2021,27.3,21.4,32.9,0.0,1012.1,11280.0,Bhiwandi
4046,3/1/2021,29.7,23.9,35.0,0.0,1010.0,13200.0,Bhiwandi
4047,4/1/2021,30.0,26.2,33.6,0.0,1009.1,13620.0,Bhiwandi
4048,5/1/2021,30.7,27.8,33.8,154.4,1005.5,12000.0,Bhiwandi
4049,6/1/2021,28.6,25.5,31.5,317.0,1005.3,6360.0,Bhiwandi
4050,7/1/2021,28.6,25.7,30.8,773.9,1003.8,4800.0,Bhiwandi
4051,8/1/2021,27.8,25.1,30.0,295.1,1006.3,5520.0,Bhiwandi
4052,9/1/2021,27.7,24.8,30.1,436.9,1005.1,5820.0,Bhiwandi
4053,10/1/2021,29.4,25.2,33.5,31.8,1008.6,13620.0,Bhiwandi
4054,11/1/2021,29.5,25.0,34.1,50.1,1009.2,12720.0,Bhiwandi
4055,12/1/2021,25.8,21.0,30.6,103.3,1013.3,10080.0,Bhiwandi
4056,1/1/2022,24.5,19.3,29.3,9.6,1012.9,11940.0,Bhiwandi
4057,2/1/2022,25.3,19.3,30.5,0.0,1011.3,14220.0,Bhiwandi
4058,3/1/2022,30.0,24.7,34.9,0.1,1008.9,9240.0,Bhiwandi
4059,4/1/2022,30.6,26.8,34.5,0.0,1008.0,12120.0,Bhiwandi
4060,5/1/2022,30.9,28.8,34.0,7.0,1005.7,13080.0,Bhiwandi
4061,6/1/2022,29.3,26.6,32.9,298.3,1004.4,7860.0,Bhiwandi
4062,7/1/2022,27.8,25.3,29.8,1185.2,1004.0,3060.0,Bhiwandi
4063,8/1/2022,27.7,25.1,30.3,550.9,1004.2,5160.0,Bhiwandi
4064,9/1/2022,27.5,24.7,30.2,528.4,1006.6,5700.0,Bhiwandi
4065,10/1/2022,28.4,24.5,32.4,165.5,1009.8,11700.0,Bhiwandi
4066,11/1/2022,27.9,21.9,33.6,0.0,1011.7,12180.0,Bhiwandi
4067,12/1/2022,27.3,21.8,32.5,6.2,1011.4,10680.0,Bhiwandi
4068,1/1/2023,24.4,18.7,29.5,0.0,1013.4,11520.0,Bhiwandi
4069,2/1/2023,28.1,20.6,34.2,0.0,1012.4,13980.0,Bhiwandi
4070,3/1/2023,28.9,23.6,33.5,21.0,1011.2,12120.0,Bhiwandi
4071,4/1/2023,30.0,25.8,33.8,15.3,1009.0,14220.0,Bhiwandi
4072,5/1/2023,30.8,28.3,33.6,0.6,1008.8,17220.0,Bhiwandi
4073,6/1/2023,30.4,27.8,33.7,561.1,1005.7,11460.0,Bhiwandi
4074,7/1/2023,27.8,25.3,29.4,1768.9,1004.7,1680.0,Bhiwandi
4075,8/1/2023,28.6,26.3,30.8,187.3,1007.9,7140.0,Bhiwandi
4076,9/1/2023,28.2,25.2,31.0,483.8,1006.6,6660.0,Bhiwandi
4077,10/1/2023,30.2,25.8,34.5,13.0,1011.0,10200.0,Bhiwandi
4078,11/1/2023,29.4,24.3,34.4,7.1,1011.7,11040.0,Bhiwandi
4079,12/1/2023,27.9,22.8,32.9,0.0,1012.3,10140.0,Bhiwandi
4080,1/1/2024,26.3,19.9,31.3,1.1,1013.2,12240.0,Bhiwandi
4081,2/1/2024,27.1,20.6,32.6,0.0,1013.5,14700.0,Bhiwandi
4082,3/1/2024,28.3,23.2,32.8,0.1,1011.9,14340.0,Bhiwandi
4083,4/1/2024,30.7,26.6,34.7,0.0,1008.2,14340.0,Bhiwandi
4085,6/1/2024,29.7,27.2,33.2,351.3,1004.0,6780.0,Bhiwandi
4086,7/1/2024,27.5,25.3,29.8,1663.8,1002.1,1020.0,Bhiwandi
4087,8/1/2024,28.2,26.3,30.9,390.5,1005.7,5700.0,Bhiwandi
4088,9/1/2024,27.7,25.2,30.6,659.3,1006.5,8040.0,Bhiwandi
4089,10/1/2024,29.3,25.6,33.3,112.0,1008.8,11040.0,Bhiwandi
4090,11/1/2024,28.4,22.6,34.1,0.5,1011.2,10560.0,Bhiwandi
4091,12/1/2024,26.2,20.6,32.0,0.0,1011.7,8040.0,Bhiwandi
4092,1/1/2025,26.2,20.0,32.2,0.0,1011.9,11100.0,Bhiwandi
4093,2/1/2025,28.0,21.2,34.0,0.0,1012.2,13560.0,Bhiwandi
4094,3/1/2025,29.3,24.2,34.4,0.0,1010.0,13680.0,Bhiwandi
4095,4/1/2025,30.2,26.7,34.1,0.7,1008.2,13800.0,Bhiwandi
4096,5/1/2025,29.5,25.8,32.9,237.0,1005.0,10140.0,Bhiwandi
4097,6/1/2025,28.6,26.2,31.4,510.9,1003.6,5460.0,Bhiwandi
4098,7/1/2025,28.1,26.0,30.0,801.7,1003.5,2760.0,Bhiwandi
4099,8/1/2025,27.4,25.5,29.5,1098.0,1005.7,4500.0,Bhiwandi
4100,9/1/2025,27.0,25.4,29.0,480.7,1007.2,4020.0,Bhiwandi
4101,10/1/2025,29.1,26.3,32.8,170.2,1008.0,10800.0,Bhiwandi
4102,11/1/2025,27.8,24.3,32.0,9.2,1012.5,11880.0,Bhiwandi
4103,12/1/2025,27.0,22.8,32.1,0.0,1012.9,11700.0,Bhiwandi
4176,1/1/2020,26.5,22.0,30.9,1.0,1013.8,13680.0,Guntur
4177,2/1/2020,27.3,22.7,32.0,12.0,1013.8,15480.0,Guntur
4178,3/1/2020,29.2,24.4,34.0,0.0,1011.1,16440.0,Guntur
4179,4/1/2020,30.6,26.0,35.2,46.0,1009.5,16620.0,Guntur
4180,5/1/2020,32.9,28.5,37.4,0.0,1005.0,16920.0,Guntur
4181,6/1/2020,32.3,28.0,36.5,126.0,1002.5,9480.0,Guntur
4182,7/1/2020,30.0,26.5,33.5,244.0,1003.1,8340.0,Guntur
4183,8/1/2020,29.1,26.2,32.1,236.0,1002.9,6180.0,Guntur
4184,9/1/2020,29.9,26.5,33.3,298.0,1003.9,8280.0,Guntur
4185,10/1/2020,29.0,25.8,32.2,229.0,1005.3,7380.0,Guntur
4186,11/1/2020,27.3,23.5,31.0,318.0,1011.8,10740.0,Guntur
4187,12/1/2020,25.5,20.8,30.3,4.0,1012.7,12780.0,Guntur
4188,1/1/2021,25.0,20.3,30.4,0.0,1012.3,12420.0,Guntur
4189,2/1/2021,25.4,19.9,31.9,0.3,1013.0,14460.0,Guntur
4190,3/1/2021,28.5,22.4,36.5,0.2,1010.4,15780.0,Guntur
4191,4/1/2021,30.9,25.6,38.1,32.3,1008.3,16080.0,Guntur
4192,5/1/2021,32.0,27.3,38.1,132.3,1004.8,15840.0,Guntur
4193,6/1/2021,31.1,26.5,36.7,115.7,1003.8,9720.0,Guntur
4194,7/1/2021,29.2,25.6,33.7,521.2,1002.7,7380.0,Guntur
4195,8/1/2021,29.1,25.9,33.2,187.4,1004.8,10260.0,Guntur
4196,9/1/2021,28.7,26.0,32.4,172.9,1004.6,7140.0,Guntur
4197,10/1/2021,28.2,24.9,32.2,152.1,1007.6,11220.0,Guntur
4198,11/1/2021,25.6,23.2,28.6,361.0,1009.8,6840.0,Guntur
4199,12/1/2021,24.2,20.0,28.8,15.4,1013.9,13020.0,Guntur
4200,1/1/2022,24.3,20.2,28.8,23.7,1013.0,12840.0,Guntur
4201,2/1/2022,25.4,21.0,30.2,2.0,1011.9,14760.0,Guntur
4202,3/1/2022,28.1,23.9,32.8,3.1,1009.1,14160.0,Guntur
4203,4/1/2022,29.9,27.6,33.4,0.0,1007.8,15240.0,Guntur
4204,5/1/2022,30.9,27.7,35.2,37.0,1002.6,15180.0,Guntur
4205,6/1/2022,31.2,27.4,35.8,104.3,1002.9,9240.0,Guntur
4206,7/1/2022,28.3,25.5,31.9,264.5,1003.0,7200.0,Guntur
4207,8/1/2022,28.8,25.8,32.6,204.4,1003.5,10440.0,Guntur
4208,9/1/2022,28.2,25.3,31.9,211.9,1005.5,8640.0,Guntur
4209,10/1/2022,26.4,23.1,30.5,234.8,1008.9,10380.0,Guntur
4210,11/1/2022,25.3,21.6,29.4,95.0,1011.7,9420.0,Guntur
4211,12/1/2022,24.8,21.3,29.0,78.5,1011.9,11220.0,Guntur
4212,1/1/2023,24.0,19.3,29.3,1.6,1014.1,13980.0,Guntur
4213,2/1/2023,25.7,20.6,31.3,0.0,1012.8,14880.0,Guntur
4214,3/1/2023,27.1,22.8,32.0,93.9,1011.5,13860.0,Guntur
4215,4/1/2023,29.7,26.0,34.4,46.8,1008.7,15900.0,Guntur
4216,5/1/2023,31.4,27.0,36.7,94.6,1006.4,14100.0,Guntur
4217,6/1/2023,33.3,28.9,39.4,44.0,1003.0,11580.0,Guntur
4218,7/1/2023,29.1,26.2,33.0,271.7,1003.5,4560.0,Guntur
4219,8/1/2023,30.4,27.0,35.5,35.7,1005.7,11220.0,Guntur
4220,9/1/2023,29.1,25.6,33.7,190.3,1004.9,6300.0,Guntur
4221,10/1/2023,28.7,24.7,33.5,26.5,1010.2,12840.0,Guntur
4222,11/1/2023,26.5,23.2,30.5,133.1,1012.6,8940.0,Guntur
4223,12/1/2023,24.7,20.8,29.4,208.9,1013.3,9720.0,Guntur
4224,1/1/2024,24.5,20.7,29.0,3.3,1014.5,11880.0,Guntur
4225,2/1/2024,26.0,21.8,30.7,5.0,1014.3,15660.0,Guntur
4226,3/1/2024,28.2,24.9,32.0,5.4,1011.8,15120.0,Guntur
4227,4/1/2024,30.3,27.0,34.3,0.0,1008.0,16980.0,Guntur
4228,5/1/2024,31.6,28.1,35.9,38.8,1004.3,13680.0,Guntur
4229,6/1/2024,30.6,27.0,35.3,164.0,1003.4,6480.0,Guntur
4230,7/1/2024,28.6,25.7,32.2,287.9,1002.2,3840.0,Guntur
4231,8/1/2024,29.7,25.8,34.1,281.0,1004.2,10200.0,Guntur
4232,9/1/2024,28.7,25.4,33.6,314.6,1005.0,8280.0,Guntur
4233,10/1/2024,28.0,24.6,32.4,163.7,1008.6,13080.0,Guntur
4234,11/1/2024,26.4,22.5,31.0,73.6,1011.3,10260.0,Guntur
4235,12/1/2024,25.1,22.0,29.7,24.0,1011.9,7920.0,Guntur
4236,1/1/2025,24.1,19.5,30.0,0.5,1013.4,13620.0,Guntur
4237,2/1/2025,26.3,21.3,32.7,1.0,1012.9,16140.0,Guntur
4238,3/1/2025,29.5,24.3,34.6,0.0,1010.0,15000.0,Guntur
4239,4/1/2025,30.5,27.2,35.1,5.8,1008.0,15480.0,Guntur
4240,5/1/2025,30.5,26.7,34.9,172.0,1004.0,10440.0,Guntur
4241,6/1/2025,31.2,27.4,36.3,70.7,1003.0,9000.0,Guntur
4242,7/1/2025,30.3,26.5,35.0,219.5,1002.6,9060.0,Guntur
4243,8/1/2025,29.2,25.9,33.6,282.5,1004.6,9360.0,Guntur
4244,9/1/2025,28.5,25.3,32.5,193.2,1005.2,9240.0,Guntur
4245,10/1/2025,26.8,24.3,30.1,373.2,1008.3,8280.0,Guntur
4246,11/1/2025,25.5,21.7,29.6,38.8,1012.5,12000.0,Guntur
4247,12/1/2025,23.1,18.8,28.0,70.8,1013.9,9480.0,Guntur
4392,1/1/2020,13.7,8.0,19.5,48.0,1017.3,9420.0,Noida
4393,2/1/2020,17.0,9.9,24.1,2.0,1016.5,12120.0,Noida
4394,3/1/2020,21.6,15.0,28.2,109.0,1012.2,12420.0,Noida
4395,4/1/2020,27.7,20.1,35.3,14.0,1008.1,15420.0,Noida
4396,5/1/2020,31.9,24.4,39.5,21.0,1002.6,16080.0,Noida
4397,6/1/2020,32.6,26.7,38.5,82.0,998.9,13260.0,Noida
4398,7/1/2020,31.5,26.8,36.3,237.0,998.7,10740.0,Noida
4399,8/1/2020,30.6,26.6,34.6,237.0,998.3,9180.0,Noida
4400,9/1/2020,31.0,25.7,36.2,21.0,1002.6,13740.0,Noida
4401,10/1/2020,25.9,17.2,34.5,0.0,1008.0,13320.0,Noida
4402,11/1/2020,19.0,10.2,27.8,1.0,1016.3,6960.0,Noida
4403,12/1/2020,15.2,7.1,23.4,2.0,1016.7,8520.0,Noida
4404,1/1/2021,13.1,7.0,19.2,57.0,1016.0,6540.0,Noida
4405,2/1/2021,18.6,10.6,27.9,2.0,1014.2,12120.0,Noida
4407,4/1/2021,28.1,18.7,37.5,3.0,1007.1,13800.0,Noida
4408,5/1/2021,30.4,23.3,37.5,144.0,1003.1,11580.0,Noida
4409,6/1/2021,32.0,25.8,38.1,35.0,998.9,11700.0,Noida
4410,7/1/2021,31.4,26.4,36.5,507.0,998.1,10320.0,Noida
4411,8/1/2021,30.8,26.3,35.2,214.0,1000.5,9480.0,Noida
4412,9/1/2021,29.4,25.5,33.2,413.0,1003.7,9360.0,Noida
4413,10/1/2021,26.8,20.5,33.1,123.0,1008.6,15360.0,Noida
4414,11/1/2021,19.9,11.9,27.8,0.0,1013.7,10260.0,Noida
4415,12/1/2021,15.3,8.2,22.4,9.0,1018.2,7200.0,Noida
4416,1/1/2022,13.1,8.2,18.0,88.0,1016.3,3600.0,Noida
4417,2/1/2022,17.2,10.2,24.2,29.0,1013.3,12660.0,Noida
4418,3/1/2022,25.3,17.6,32.9,0.0,1009.0,14700.0,Noida
4419,4/1/2022,31.2,22.2,40.2,0.0,1004.2,13440.0,Noida
4420,5/1/2022,33.1,26.0,40.1,45.0,999.3,7260.0,Noida
4421,6/1/2022,33.7,27.2,40.1,25.0,997.9,9780.0,Noida
4422,7/1/2022,31.2,27.0,35.5,286.0,999.4,7980.0,Noida
4423,8/1/2022,30.4,26.4,34.4,41.0,1000.2,9660.0,Noida
4425,10/1/2022,24.9,18.5,31.4,128.0,1010.6,10500.0,Noida
4426,11/1/2022,20.5,12.3,28.7,0.0,1014.2,9000.0,Noida
4427,12/1/2022,15.5,7.5,23.4,0.0,1015.7,9660.0,Noida
4428,1/1/2023,13.2,6.6,19.7,20.0,1017.9,5340.0,Noida
4429,2/1/2023,19.5,11.2,27.7,0.0,1013.8,13380.0,Noida
4430,3/1/2023,23.6,16.2,30.9,54.0,1012.0,11400.0,Noida
4431,4/1/2023,27.3,19.4,35.3,16.0,1007.7,13740.0,Noida
4432,5/1/2023,29.6,22.4,36.8,86.0,1004.9,13740.0,Noida
4433,6/1/2023,31.5,25.9,37.1,101.0,999.0,11340.0,Noida
4434,7/1/2023,30.7,26.7,34.8,383.0,999.5,6240.0,Noida
4435,8/1/2023,31.1,26.8,35.4,106.0,1000.5,9420.0,Noida
4436,9/1/2023,30.4,25.3,35.6,83.0,1003.5,11040.0,Noida
4439,12/1/2023,16.3,8.6,24.1,0.0,1017.6,8520.0,Noida
4440,1/1/2024,12.3,6.6,18.1,0.0,1018.3,2460.0,Noida
4441,2/1/2024,16.7,9.3,24.1,32.0,1016.7,9840.0,Noida
4443,4/1/2024,28.9,20.7,37.0,7.0,1006.5,13860.0,Noida
4444,5/1/2024,33.9,26.5,41.4,4.0,1001.0,13860.0,Noida
4445,6/1/2024,34.7,28.8,40.6,244.0,997.7,8820.0,Noida
4447,8/1/2024,29.9,25.7,34.2,390.0,1001.0,8040.0,Noida
4448,9/1/2024,29.3,24.7,33.8,193.0,1003.3,7140.0,Noida
4449,10/1/2024,28.2,21.4,35.1,0.0,1009.1,12780.0,Noida
4450,11/1/2024,22.2,14.7,29.7,0.0,1014.3,2520.0,Noida
4451,12/1/2024,15.8,8.4,23.2,54.0,1016.8,2520.0,Noida
4452,1/1/2025,14.6,8.5,20.8,7.0,1016.6,7560.0,Noida
4453,2/1/2025,19.2,11.6,26.7,1.0,1014.7,10800.0,Noida
4454,3/1/2025,23.8,15.5,32.0,18.0,1010.7,15780.0,Noida
4455,4/1/2025,30.4,21.9,38.9,0.5,1005.0,13320.0,Noida
4456,5/1/2025,31.4,25.3,37.6,186.0,1001.4,10320.0,Noida
4457,6/1/2025,32.3,27.1,37.5,107.0,998.3,7980.0,Noida
4458,7/1/2025,30.3,26.1,34.5,259.0,997.4,6720.0,Noida
4459,8/1/2025,29.1,25.1,33.2,400.0,1001.4,5820.0,Noida
4460,9/1/2025,28.8,24.0,33.6,136.0,1004.0,12060.0,Noida
4461,10/1/2025,25.8,20.1,31.6,89.0,1010.1,9420.0,Noida
4462,11/1/2025,19.6,11.4,27.8,0.0,1015.5,8820.0,Noida
4463,12/1/2025,15.0,8.2,23.0,0.0,1017.1,7380.0,Noida
4608,1/1/2020,22.1,16.1,28.1,12.0,1015.4,7680.0,Cuttack
4609,2/1/2020,22.8,16.6,29.0,94.0,1015.6,7860.0,Cuttack
4610,3/1/2020,28.2,21.9,34.4,58.0,1011.5,10140.0,Cuttack
4611,4/1/2020,30.8,24.6,37.0,98.0,1009.1,11520.0,Cuttack
4612,5/1/2020,30.4,25.4,35.3,158.0,1005.0,10140.0,Cuttack
4613,6/1/2020,30.3,26.2,34.4,90.0,1001.5,4920.0,Cuttack
4614,7/1/2020,30.0,26.1,33.9,134.0,1002.0,4560.0,Cuttack
4615,8/1/2020,28.8,25.6,32.0,591.0,999.6,3300.0,Cuttack
4616,9/1/2020,29.8,26.0,33.6,204.0,1003.6,5880.0,Cuttack
4617,10/1/2020,27.4,23.8,31.0,211.0,1006.0,5160.0,Cuttack
4618,11/1/2020,25.7,20.0,31.4,3.0,1013.8,9720.0,Cuttack
4619,12/1/2020,22.8,15.9,29.8,0.0,1014.5,6720.0,Cuttack
4620,1/1/2021,22.6,17.8,28.6,0.0,1013.4,3300.0,Cuttack
4621,2/1/2021,23.9,17.7,31.2,0.2,1013.4,12300.0,Cuttack
4622,3/1/2021,28.9,22.8,36.8,0.0,1009.8,8340.0,Cuttack
4623,4/1/2021,30.6,25.9,37.2,4.9,1008.1,11100.0,Cuttack
4624,5/1/2021,30.2,26.7,35.2,112.5,1004.3,11220.0,Cuttack
4625,6/1/2021,29.1,26.3,32.5,201.2,1002.0,4620.0,Cuttack
4626,7/1/2021,28.5,26.2,31.7,233.4,1001.0,5820.0,Cuttack
4627,8/1/2021,28.4,26.1,31.7,261.7,1003.3,7080.0,Cuttack
4628,9/1/2021,27.3,25.2,30.3,351.3,1004.0,4500.0,Cuttack
4629,10/1/2021,27.3,24.4,31.1,105.4,1008.2,6540.0,Cuttack
4630,11/1/2021,24.4,20.9,29.1,63.8,1012.0,6240.0,Cuttack
4631,12/1/2021,20.6,16.4,25.5,126.0,1015.5,5760.0,Cuttack
4632,1/1/2022,19.7,15.1,25.0,63.9,1014.6,8040.0,Cuttack
4633,2/1/2022,22.6,16.9,29.3,11.6,1012.6,10140.0,Cuttack
4634,3/1/2022,28.0,22.3,35.5,1.1,1008.9,8700.0,Cuttack
4635,4/1/2022,30.7,26.1,37.5,1.2,1006.3,11160.0,Cuttack
4636,5/1/2022,30.6,26.4,36.0,171.0,1002.6,10500.0,Cuttack
4637,6/1/2022,30.1,27.2,34.6,142.3,1001.8,5100.0,Cuttack
4638,7/1/2022,27.8,25.5,31.2,335.7,1000.7,4140.0,Cuttack
4639,8/1/2022,27.8,25.6,31.1,380.2,1001.4,6060.0,Cuttack
4640,9/1/2022,27.6,25.2,31.1,239.7,1004.8,6960.0,Cuttack
4641,10/1/2022,26.3,23.2,30.5,158.1,1009.8,8460.0,Cuttack
4642,11/1/2022,24.0,19.1,29.5,0.0,1012.8,8040.0,Cuttack
4643,12/1/2022,21.9,17.0,28.2,0.1,1013.5,5160.0,Cuttack
4644,1/1/2023,21.9,16.9,28.3,1.3,1015.1,5520.0,Cuttack
4645,2/1/2023,24.6,18.8,32.1,0.4,1012.9,11040.0,Cuttack
4646,3/1/2023,27.2,22.0,33.9,40.5,1011.7,9000.0,Cuttack
4647,4/1/2023,29.7,24.2,36.3,59.0,1008.1,10680.0,Cuttack
4648,5/1/2023,30.6,26.3,36.6,86.3,1005.8,8880.0,Cuttack
4649,6/1/2023,31.2,27.8,36.3,179.2,1001.1,4500.0,Cuttack
4650,7/1/2023,28.5,26.0,32.0,325.9,1001.0,4620.0,Cuttack
4651,8/1/2023,28.5,25.9,32.1,247.9,1002.9,5280.0,Cuttack
4652,9/1/2023,27.8,25.4,31.5,300.1,1003.5,4140.0,Cuttack
4653,10/1/2023,27.4,23.5,32.2,91.0,1010.0,7920.0,Cuttack
4654,11/1/2023,25.1,20.4,30.6,28.4,1013.9,6420.0,Cuttack
4655,12/1/2023,21.3,16.4,26.6,21.3,1015.3,3660.0,Cuttack
4656,1/1/2024,20.9,16.1,26.7,32.6,1015.9,1260.0,Cuttack
4657,2/1/2024,24.3,19.5,30.7,15.4,1014.9,6660.0,Cuttack
4658,3/1/2024,27.6,22.6,34.2,41.2,1011.6,8520.0,Cuttack
4659,4/1/2024,31.3,25.4,38.5,7.8,1006.8,10680.0,Cuttack
4660,5/1/2024,31.3,27.5,37.0,120.7,1003.7,10920.0,Cuttack
4661,6/1/2024,31.0,27.6,35.9,182.5,1001.4,4440.0,Cuttack
4662,7/1/2024,28.4,26.2,31.7,358.7,998.9,2340.0,Cuttack
4663,8/1/2024,29.2,25.8,32.6,343.0,1003.9,3780.0,Cuttack
4664,9/1/2024,29.5,26.0,33.0,254.0,1003.7,6840.0,Cuttack
4665,10/1/2024,27.5,24.3,31.4,165.5,1008.5,9780.0,Cuttack
4666,11/1/2024,24.3,19.8,29.6,6.2,1013.0,10740.0,Cuttack
4667,12/1/2024,22.1,18.2,27.4,103.0,1014.1,4980.0,Cuttack
4668,1/1/2025,21.0,16.0,27.4,0.1,1014.5,7080.0,Cuttack
4669,2/1/2025,25.9,20.9,32.5,13.2,1013.1,10980.0,Cuttack
4670,3/1/2025,28.9,22.3,35.5,13.0,1010.9,11160.0,Cuttack
4671,4/1/2025,30.3,25.6,37.3,36.4,1007.5,13440.0,Cuttack
4672,5/1/2025,30.1,26.2,35.5,153.2,1003.8,9840.0,Cuttack
4673,6/1/2025,29.2,26.4,33.2,309.0,1000.8,2760.0,Cuttack
4674,7/1/2025,28.2,26.0,31.6,340.0,999.3,3060.0,Cuttack
4675,8/1/2025,28.0,25.6,31.3,294.1,1003.1,5640.0,Cuttack
4676,9/1/2025,27.6,25.3,31.3,209.6,1004.3,5940.0,Cuttack
4677,10/1/2025,26.9,24.0,30.9,146.1,1009.0,9480.0,Cuttack
4678,11/1/2025,23.5,18.5,29.3,5.7,1013.3,11640.0,Cuttack
4679,12/1/2025,20.0,14.8,26.2,0.2,1015.1,4620.0,Cuttack
4680,1/1/2020,11.1,6.7,16.3,65.0,1018.2,7800.0,Firozpur
4681,2/1/2020,15.9,9.9,22.3,9.0,1017.3,12240.0,Firozpur
4682,3/1/2020,19.0,13.8,24.5,106.0,1013.6,10920.0,Firozpur
4683,4/1/2020,26.0,19.6,32.3,25.0,1010.5,14880.0,Firozpur
4684,5/1/2020,30.9,24.2,37.3,19.0,1004.8,15900.0,Firozpur
4685,6/1/2020,32.0,26.6,37.7,44.0,1000.6,14100.0,Firozpur
4686,7/1/2020,31.4,27.1,36.0,152.0,999.5,10800.0,Firozpur
4687,8/1/2020,30.5,27.3,34.3,316.0,999.3,11820.0,Firozpur
4688,9/1/2020,31.1,26.7,36.0,108.0,1003.7,13500.0,Firozpur
4689,10/1/2020,26.1,19.1,33.3,0.0,1008.6,14640.0,Firozpur
4690,11/1/2020,17.7,11.6,24.2,22.0,1016.3,9240.0,Firozpur
4691,12/1/2020,12.4,7.6,18.4,17.0,1016.3,7200.0,Firozpur
4692,1/1/2021,11.4,6.6,16.5,60.0,1015.3,5460.0,Firozpur
4693,2/1/2021,16.9,10.8,23.5,2.0,1014.4,9540.0,Firozpur
4694,3/1/2021,23.0,17.2,29.1,11.0,1010.6,11700.0,Firozpur
4695,4/1/2021,26.4,19.6,33.0,19.0,1008.7,13500.0,Firozpur
4696,5/1/2021,30.6,24.4,36.8,29.0,1004.0,15360.0,Firozpur
4697,6/1/2021,32.8,27.1,38.3,17.0,1000.0,15600.0,Firozpur
4698,7/1/2021,31.3,27.4,35.4,120.0,998.8,10140.0,Firozpur
4699,8/1/2021,31.2,27.2,35.7,145.0,1001.2,13500.0,Firozpur
4700,9/1/2021,29.1,25.9,32.8,177.0,1005.3,9780.0,Firozpur
4701,10/1/2021,26.6,21.3,32.1,60.0,1009.0,13440.0,Firozpur
4703,12/1/2021,13.6,7.4,20.0,0.0,1017.9,6360.0,Firozpur
4704,1/1/2022,11.6,8.2,15.4,132.0,1015.6,3900.0,Firozpur
4705,2/1/2022,15.2,9.5,21.2,15.0,1013.0,11220.0,Firozpur
4706,3/1/2022,24.9,18.3,31.3,5.0,1009.8,14700.0,Firozpur
4707,4/1/2022,31.6,23.8,38.6,0.0,1005.3,15360.0,Firozpur
4708,5/1/2022,33.4,27.0,39.7,6.0,1000.1,11040.0,Firozpur
4709,6/1/2022,33.9,28.1,39.5,67.0,999.0,14580.0,Firozpur
4710,7/1/2022,30.0,26.9,33.7,264.2,1001.1,6420.0,Firozpur
4711,8/1/2022,30.5,27.1,34.4,108.7,1001.7,13320.0,Firozpur
